Number of Contributors,Reside in US,Currency Used,Age,Relationship Status,Children Currently,Children Desired,Full Time Employment,"Part Time, Regular Employment","Part Time, Irregular Employement",Not Employed,Working Industry,Employer Type,Job Role,Job Title,Housing Situation,Cost of Living Index,Financially Independent,FI Number,Percent of FI Amount,Retired,Amount to Retire,Target Safe Withdrawal Rate,Annual Income [Supplemental Sources],Retired Annual Spending,Type of FI,Work if FI,Intended Retirement Age,Inflation/Recession Effects,FI Number [Retired],Annual Withdrawal Rate,Annual Withdrawal Amount,Total Assets,Total Debt,Annual Expenses,Total Income,Year
1,No,Canadian Dollars (CAD),<20,"Single, never married",,,For an organization,For an organization,For an organization,For an organization,Information Technology (incl. software engineering),Public agency (Government),Information technology,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,For an organization,,,,Professional & Business Services,Private corporation,Consultant,Manager,Own,81-90,No,1500000.0,86,,1800000.0,4,10000.0,70000.0,FI,No,36-40,"Increased my FI and/or RE number,Increased my planned RE date",,,,1846000.0,273000.0,368886.0,371979.0,2023
1,No,Canadian Dollars (CAD),26-30,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Public agency (Government),Information technology,,Own,71-80,No,682223.7037037037,22,,682223.7037037037,4,,31706.666666666664,Don't Understand,Undecided,36-40,,,,,507578.5185185185,0.0,31706.666666666664,60699.99999999999,2023
2,Yes,United States Dollars (USD),36-40,Married,,,For an organization,,,,Engineering (NOT software),Public corporation,Management - Middle / Lower,Civil Engineer,Own,51-60,No,8000000.0,20,,10000000.0,4,36000.0,200000.0,Barista / Coast FI,Yes,56-60,No change,,,,2084052.0,302868.0,420953.0,458953.0,2023
2,Yes,United States Dollars (USD),41-45,Married,2,0,For an organization,,,,Financial Services,Public corporation,Management - Middle / Lower,,Own,71-80,No,3500000.0,37,,5000000.0,4,,120000.0,FI,Partially,56-60,No change,,,,2152000.0,250000.0,100000.0,300000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,,For an organization,,,,Healthcare,Nonprofit corporation,Information technology,,Own,71-80,No,3000000.0,33,,3000000.0,3.5,,100000.0,FI,Yes,41-45,No change,,,,1635000.0,300000.0,49000.0,0.0,2023
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,2,For myself,,,,Financial Services,Self-employed,Sales,Sales,Own,51-60,No,4000000.0,18,,4000000.0,4,24000.0,100000.0,ChubbyFI,No,41-45,No change,,,,4860000.0,2200000.0,450000.0,450000.0,2023
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,For an organization,,,,Engineering (NOT software),Public agency (Government),Professional (non-licensed),Staff Scientist,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,For an organization,,,,Engineering (NOT software),Public agency (Government),Professional (non-licensed),Staff Scientist,Rent,81-90,No,2500000.0,20,,2000000.0,3.25,10000.0,70000.0,FI,Partially,46-50,No change,,,,512500.0,0.0,276000.0,276000.0,2023
1,No,Canadian Dollars (CAD),31-35,"In a relationship, but not married",1,0,For an organization,,,,Engineering (NOT software),Public agency (Government),Management - Upper,Executive Director,Own,61-70,No,1333333.3333333333,21.2,,1777777.7777777778,3.5,37037.03703703704,74074.07407407407,FI,Undecided,51-55,No change,,,,498222.2222222222,154814.8148148148,61481.481481481474,88888.88888888888,2023
1,Yes,United States Dollars (USD),36-40,Married,,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,software engineer,Rent,71-80,No,1250000.0,34,,1250000.0,3.75,,50000.0,FI,Partially,51-55,Increased my FI and/or RE number,,,,498600.0,0.0,0.0,129000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,1,For an organization,,,,Engineering (NOT software),Public corporation,Professional (licensed / certificated),,Own,81-90,No,3500000.0,10,,3500000.0,4,,,ChubbyFI,Partially,51-55,Increased my FI and/or RE number,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),31-35,Married,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,2,For an organization,,,,Financial Services,Public corporation,Professional (licensed / certificated),Financial Consultant,Own,91-100,No,2000000.0,3,,3000000.0,5,36000.0,72000.0,FI,No,56-60,No change,,,,345000.0,265000.0,99600.0,108575.0,2023
2,Yes,United States Dollars (USD),31-35,Married,1,1,For an organization,,,,Healthcare,Nonprofit corporation,Professional (licensed / certificated),Pharmacist,Own,71-80,No,2000000.0,40,,2500000.0,3.5,,80000.0,FI,Partially,41-45,No change,,,,1050500.0,415000.0,240000.0,240000.0,2023
2,Yes,United States Dollars (USD),51-55,Married,3,0,For an organization,,,,Retail,Private corporation,Management - Middle / Lower,dir of it,Own,81-90,Yes,,,No,4000000.0,4,1000000.0,100000.0,FI,Yes,51-55,No change,3000000.0,,,4860000.0,260000.0,60000.0,350000.0,2023
2,No,Euros (EUR),26-30,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,,Own,61-70,No,378787.8787878788,17,,8658.008658008657,4,,1731.6017316017314,FI,Undecided,46-50,No change,,,,337662.33766233764,137445.88744588743,3246.7532467532465,80086.58008658008,2023
2,Yes,United States Dollars (USD),31-35,Married,1,1,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,Own,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),36-40,Married,,,,,,For myself,Professional & Business Services,Private corporation,Professional (licensed / certificated),Attorney,Own,81-90,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),36-40,Married,3,0,For an organization,,,,Financial Services,Public corporation,Management - Middle / Lower,Compliance manager,Own,51-60,No,2500000.0,60,,2500000.0,4,30000.0,60000.0,FI,Partially,41-45,Increased my FI and/or RE number,,,,2170500.0,220000.0,90000.0,202000.0,2023
1,Yes,United States Dollars (USD),26-30,Married,1,0,For an organization,,,,Construction,Private corporation,Skilled laborer / skilled tradesperson,HVAC Tech,Live with family or friends,61-70,No,1500000.0,10,,1500000.0,4,,60000.0,FI,Yes,46-50,No change,,,,130000.0,0.0,35000.0,80000.0,2023
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,Rent,81-90,No,1500000.0,12,,1500000.0,3.3,30000.0,50000.0,FI,Yes,36-40,No change,,,,188000.0,0.0,97000.0,184100.0,2023
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Network Engineer,Own,71-80,No,1500000.0,50,,2000000.0,3,,50000.0,FI,Yes,46-50,No change,,,,1226100.0,325800.0,0.0,141000.0,2023
2,Yes,United States Dollars (USD),41-45,Married,1,0,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Staff Engineer,Own,71-80,No,2500000.0,17,,100.0,4.5,50000.0,100000.0,Barista / Coast FI,Yes,56-60,No change,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),31-35,Married,2,0,For an organization,,,,Engineering (NOT software),Private corporation,Management - Middle / Lower,Engineering manager,Own,71-80,No,4000000.0,25,,100.0,4,30000.0,150000.0,FI,Undecided,56-60,No change,,,,1050000.0,250000.0,25000.0,165000.0,2023
1,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,,,,,"For an organization,For myself",Information Technology (incl. software engineering),Private corporation,Information technology,Software Developer,Own,71-80,Yes,,,Yes,,,,,,,,,5000000.0,2.0,150000,8900000.0,0.0,158000.0,0.0,2023
2,Yes,United States Dollars (USD),56-60,Married,1,0,,,,For an organization,Information Technology (incl. software engineering),Public corporation,Information technology,Software engineer,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,2,For an organization,,,,Professional & Business Services,Private corporation,Professional (licensed / certificated),Lawyer,Rent,81-90,No,4000000.0,8,,4000000.0,3.5,25000.0,125000.0,ChubbyFI,Yes,51-55,No change,,,,525000.0,430325.0,392500.0,392500.0,2023
2,Yes,United States Dollars (USD),26-30,Married,,,For an organization,,,,Professional & Business Services,Private corporation,Professional (non-licensed),Analyst,Rent,81-90,No,2000000.0,22.5,,2000000.0,3.5,67000.0,60000.0,FI,Yes,36-40,Increased my FI and/or RE number,,,,713598.0,11275.0,342699.0,342699.0,2023
2,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,For an organization,,,,Financial Services,Public corporation,Management - Middle / Lower,Category Manager,Own,71-80,No,2000000.0,20,,2500000.0,4,,70000.0,FI,Undecided,51-55,Increased my FI and/or RE number,,,,890000.0,4000.0,87000.0,2000.0,2023
2,Yes,United States Dollars (USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),31-35,Married,2,0,For an organization,,,,Healthcare,,Management - Middle / Lower,Clinic manager,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),41-45,Married,,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Senior Software Engineer,Own,71-80,No,2200000.0,27,,56.0,4,,65000.0,Barista / Coast FI,Partially,51-55,No change,,,,1235000.0,150000.0,55000.0,207500.0,2023
2,Yes,United States Dollars (USD),21-25,Married,,2,For an organization,,,,Healthcare,Public agency (Government),Professional (licensed / certificated),Clinical laboratory scientist,Rent,71-80,No,1500000.0,8,,1500000.0,4,30000.0,60000.0,FI,Partially,41-45,No change,,,,133000.0,0.0,0.0,0.0,2023
1,No,Australian Dollars (AUD),31-35,Married,3,0,For an organization,,,,Engineering (NOT software),Private corporation,Professional (licensed / certificated),,Own,71-80,No,1328021.2483399734,25,,,3.5,,49800.796812749,FI,Undecided,41-45,,,,,0.0,0.0,0.0,0.0,2023
2,No,Canadian Dollars (CAD),26-30,Married,,1,For an organization,,,,Professional & Business Services,Nonprofit corporation,Administrative staff,project coordinator,Rent,61-70,No,1111111.111111111,6,,1481481.4814814813,3.75,14814.814814814814,55555.555555555555,FI,Partially,51-55,No change,,,,81481.48148148147,3703.7037037037035,0.0,0.0,2023
2,Yes,United States Dollars (USD),36-40,Married,,,For an organization,,,,Education,Public agency (Government),Professional (non-licensed),,Own,71-80,No,2000000.0,50,,2000000.0,3,60000.0,60000.0,Barista / Coast FI,Undecided,46-50,No change,,,,1060000.0,80000.0,200000.0,200000.0,2023
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Lead Software Engineer,Rent,91-100,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),36-40,Married,2,0,For an organization,,,,Manufacturing,Public corporation,Management - Middle / Lower,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,No,United States Dollars (USD),36-40,Married,,,For an organization,,,,Professional & Business Services,Private corporation,Consultant,Strategy Senior Manager,Rent,61-70,No,1500000.0,70,,2000000.0,3.5,,60000.0,FI,Yes,41-45,Increased my FI and/or RE number,,,,1150000.0,0.0,50000.0,340000.0,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,2,For an organization,,,,Engineering (NOT software),Nonprofit corporation,Other (Please specify) - Scientist,Research Scientist,Own,81-90,No,1750000.0,4.1,,2000000.0,4,35000.0,75000.0,Barista / Coast FI,Partially,46-50,Increased my FI and/or RE number,,,,446000.0,490000.0,0.0,0.0,2023
2,No,Euros (EUR),36-40,"In a relationship, but not married",,,"For an organization,For myself",,,,Information Technology (incl. software engineering),Public corporation,Information technology,IT technician,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,No,Euros (EUR),36-40,"In a relationship, but not married",,,"For an organization,For myself",,,,Information Technology (incl. software engineering),Public corporation,Information technology,IT,Own,61-70,Yes,,,No,5411255.411255411,4,108225.10822510823,108225.10822510823,ChubbyFI,Undecided,46-50,Increased my FI and/or RE number,1623376.6233766233,,,3143939.3939393936,1082251.0822510822,27056.277056277057,59523.80952380952,2023
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,Rent,71-80,No,1500000.0,4,,2000000.0,3.5,30000.0,60000.0,FI,Undecided,36-40,No change,,,,51000.0,12000.0,181000.0,181000.0,2023
3,Yes,United States Dollars (USD),51-55,Married,,,,,,,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,Director,Own,21-30,Yes,,,No,2500000.0,3,75000.0,75000.0,FI,Yes,51-55,Increased my FI and/or RE number,2000000.0,,,3820000.0,440000.0,72000.0,295000.0,2023
2,Yes,United States Dollars (USD),51-55,Married,2,0,For an organization,,,,Energy,Public corporation,Information technology,,Own,61-70,No,2500000.0,50,,2500000.0,4,200000.0,100000.0,FI,Yes,56-60,Increased my FI and/or RE number,,,,1750000.0,120000.0,120000.0,220000.0,2023
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Senior Software Engineer,Rent,91-100,No,7000000.0,11.5,,20000000.0,3,,300000.0,FatFI,No,51-55,Increased my FI and/or RE number,,,,1120000.0,0.0,221716.0,248168.0,2023
1,Yes,United States Dollars (USD),31-35,Married,,1,For an organization,,,,Professional & Business Services,Private corporation,Management - Middle / Lower,Market Manager,Own,71-80,No,960000.0,45,,1000000.0,5,30000.0,48000.0,FI,Partially,46-50,No change,,,,788000.0,96000.0,105100.0,108923.0,2023
2,No,Euros (EUR),36-40,Married,1,0,,,,,Information Technology (incl. software engineering),Public corporation,Information technology,,Own,41-50,No,432900.4329004329,50,,432900.4329004329,3,38961.03896103896,32467.532467532466,FI,Yes,41-45,No change,,,,957792.2077922077,292207.79220779217,25974.02597402597,0.0,2023
2,No,Euros (EUR),,,,,,,,,,,,,,,No,865800.8658008658,,,865800.8658008658,,,,Don't Understand,Yes,41-45,No change,,,,957792.2077922077,292207.79220779217,25974.02597402597,0.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,,For an organization,,,,Engineering (NOT software),Private corporation,Professional (non-licensed),Mechanical Engineer,Own,71-80,No,2600000.0,58,,2600000.0,3.75,50000.0,90000.0,FI,Yes,36-40,Increased my FI and/or RE number,,,,2295000.0,535000.0,315000.0,315000.0,2023
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,For an organization,,,,Manufacturing,Public corporation,Professional (non-licensed),,Own,71-80,No,1200000.0,70,,1400000.0,4,20000.0,50000.0,FI,Undecided,41-45,Increased my FI and/or RE number,,,,1100000.0,46500.0,45000.0,120000.0,2023
2,Yes,United States Dollars (USD),36-40,Married,2,0,For an organization,For an organization,,,Energy,Private corporation,Management - Upper,VP Operations,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),36-40,Married,2,0,For an organization,For an organization,,,Energy,Private corporation,Management - Upper,VP Operations,Own,61-70,No,8000000.0,17.5,,10000000.0,3,74500.0,300000.0,FatFI,No,56-60,No change,,,,1715597.0,391200.0,441100.0,472990.0,2023
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,Technical Services Team Lead,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,No,British Pound Sterling (GBP),41-45,Married,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Management - Upper,Chief Product Officer,Own,71-80,No,3000000.0,41,,10000000.0,3,300000.0,300000.0,FatFI,Partially,41-45,No change,,,,3468290.0,1884000.0,399700.0,552600.0,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,For an organization,,,,Engineering (NOT software),Public agency (Government),Professional (licensed / certificated),transportation engineer specialist,Own,61-70,No,1000000.0,15,,2000000.0,3,,85000.0,Undecided,Undecided,51-55,No change,,,,294000.0,14000.0,72690.0,73000.0,2023
1,Yes,United States Dollars (USD),41-45,"Single, never married",,,For an organization,,,,Education,Nonprofit corporation,Management - Middle / Lower,Dept. Head,Rent,61-70,Yes,,,No,6000000.0,2.5,25000.0,80000.0,ChubbyFI,Partially,46-50,Increased my FI and/or RE number,4250000.0,,,5023600.0,4000.0,325000.0,325000.0,2023
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Sales,,Rent,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,No,Australian Dollars (AUD),36-40,Married,,,For an organization,,,,Leisure & Hospitality,Private corporation,Management - Middle / Lower,Front Office Manager,Own,61-70,No,664010.6241699867,75,,664010.6241699867,3,16600.265604249667,19920.3187250996,Barista / Coast FI,No,46-50,Increased my FI and/or RE number,,,,1074369.1899070386,199203.187250996,53120.84993359894,53120.84993359894,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,For an organization,,,,Healthcare,Nonprofit corporation,Professional (licensed / certificated),resident physician,Own,71-80,No,3000000.0,8,,5000000.0,3.5,,105000.0,ChubbyFI,Partially,Undecided,No change,,,,540000.0,250000.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),41-45,Married,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),56-60,Widowed,1,0,,,,"For an organization,For myself",Information Technology (incl. software engineering),Public agency (Government),Customer service,Retired,Own,71-80,Yes,,,Yes,,,,,,,,,700000.0,0.0,0,971000.0,0.0,44760.0,44760.0,2023
2,Yes,United States Dollars (USD),36-40,Married,,,For an organization,,For myself,,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,,Own,,Yes,,,No,5000000.0,3,200000.0,150000.0,ChubbyFI,Partially,36-40,No change,3000000.0,,,4325000.0,1500000.0,0.0,0.0,2023
1,No,Canadian Dollars (CAD),36-40,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Software engineer,Own,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,For an organization,,,,Engineering (NOT software),Private corporation,Professional (non-licensed),,Rent,81-90,No,1500000.0,2,,2200000.0,4,50000.0,70000.0,FI,Partially,46-50,Increased my FI and/or RE number,,,,40000.0,0.0,75400.0,79500.0,2023
1,Yes,United States Dollars (USD),41-45,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Software engineer,Rent,81-90,Yes,,,No,4000000.0,3,,,FI,Undecided,46-50,No change,2000000.0,,,3450000.0,0.0,70000.0,450000.0,2023
1,No,United States Dollars (USD),31-35,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Senior Analyst,Own,31-40,No,3000000.0,33,,3000000.0,3.3,,80000.0,FI,Partially,36-40,No change,,,,1830000.0,400000.0,60000.0,169000.0,2023
2,Yes,United States Dollars (USD),36-40,Married,2,0,For an organization,,,,Engineering (NOT software),Private corporation,Professional (licensed / certificated),Project Engineer (Mechanical),Own,81-90,No,300000.0,10,,25000.0,10,60000.0,40000.0,FI,No,41-45,No change,,,,495000.0,340000.0,105200.0,120000.0,2023
2,Yes,United States Dollars (USD),36-40,Married,1,1,For an organization,,For myself,,Media,Private corporation,Marketing,Senior Video Producer,Own,71-80,No,2400000.0,10,,1800000.0,3.5,75000.0,65000.0,FI,Undecided,61-65,Increased my FI and/or RE number,,,,540000.0,300500.0,97550.0,105000.0,2023
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,For an organization,For an organization,,,Professional & Business Services,Private corporation,Consultant,ML Engineer,Own,71-80,No,2000000.0,25,,,4,,,FI,No,Undecided,Increased my FI and/or RE number,,,,742050.0,267740.0,0.0,187000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Technical Lead Engineer,Own,71-80,No,2400000.0,12.5,,2400000.0,3,24000.0,70000.0,FI,Undecided,46-50,No change,,,,741673.0,380000.0,162109.0,162000.0,2023
1,No,Canadian Dollars (CAD),26-30,"In a relationship, but not married",,2,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,Own,61-70,No,925925.9259259258,25,,1481481.4814814813,5,25925.925925925923,51851.85185185185,FI,Undecided,36-40,"Increased my FI and/or RE number,Increased my planned RE date",,,,1688888.8888888888,440740.74074074073,185185.18518518517,203703.70370370368,2023
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,For an organization,,,,Engineering (NOT software),Public corporation,Management - Middle / Lower,Manager,Own,81-90,No,1500000.0,25,,2000000.0,5,30000.0,80000.0,FI,Undecided,36-40,No change,,,,850000.0,302000.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),31-35,Married,3,1,,For an organization,,,Financial Services,Private corporation,Professional (licensed / certificated),,Own,61-70,No,3200000.0,31,,4000000.0,3,,100000.0,ChubbyFI,Partially,41-45,"Increased my FI and/or RE number,Increased my planned RE date",,,,1167500.0,140000.0,227500.0,216000.0,2023
2,Yes,United States Dollars (USD),26-30,Married,,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,Rent,81-90,No,2500000.0,20,,2500000.0,4,,100000.0,FI,Yes,36-40,"Increased my FI and/or RE number,Increased my planned RE date",,,,548855.0,25000.0,0.0,305000.0,2023
1,Yes,United States Dollars (USD),46-50,Divorced,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,3,For an organization,,,,Distribution / Logistics,Public corporation,Consultant,Senior Software Solution Consultant,Rent,81-90,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),36-40,Married,,,For an organization,,,,Energy,Private corporation,Management - Middle / Lower,Manager of FP&A,Own,71-80,No,2000000.0,30,,4000000.0,4,,120000.0,ChubbyFI,No,56-60,Increased my FI and/or RE number,,,,643000.0,432000.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),21-25,Married,,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Developer,Own,61-70,No,2000000.0,9,,3000000.0,4,24000.0,80000.0,Barista / Coast FI,Partially,41-45,No change,,,,545000.0,320800.0,206700.0,206700.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,,For an organization,,,,Education,Nonprofit corporation,Professional (non-licensed),Instructional Assistant,Live with family or friends,81-90,No,2000000.0,25,,3000000.0,3,90000.0,90000.0,FI,Yes,41-45,No change,,,,530000.0,0.0,136000.0,136000.0,2023
1,No,Australian Dollars (AUD),21-25,"In a relationship, but not married",,,For an organization,,For myself,,Engineering (NOT software),Private corporation,Professional (licensed / certificated),GRADUATE SYSTEMS ENGINEER,Rent,71-80,No,996015.93625498,3.3,,996015.93625498,8,,26560.42496679947,FI,Partially,46-50,Increased my FI and/or RE number,,,,28220.451527224435,19920.3187250996,19920.3187250996,68592.29747675963,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,For an organization,,,,Financial Services,Private corporation,Professional (non-licensed),Principal,Live with family or friends,71-80,No,3000000.0,60,,4000000.0,3.75,,,ChubbyFI,Partially,36-40,Increased my FI and/or RE number,,,,2020000.0,115000.0,0.0,194000.0,2023
2,Yes,United States Dollars (USD),36-40,Married,1,1,For myself,,,,Retail,Self-employed,Information technology,,Own,81-90,No,3500000.0,30,,3500000.0,3,,120000.0,FI,No,Undecided,No change,,,,2150000.0,515000.0,190000.0,260000.0,2023
1,Yes,United States Dollars (USD),46-50,Divorced,3,0,For an organization,,,,Public Administration (Civilian Government),Public agency (Government),Management - Upper,commander,Own,61-70,Yes,,,No,,4,69000.0,90000.0,ChubbyFI,No,51-55,Increased my FI and/or RE number,,,,1000000.0,74000.0,185035.0,186000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,,For an organization,,,,Engineering (NOT software),Private corporation,Professional (licensed / certificated),,Rent,81-90,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,For an organization,,,,Engineering (NOT software),Private corporation,Consultant,Design Engineer,Rent,61-70,No,1600000.0,5,,2000000.0,3,,50000.0,FI,Partially,36-40,,,,,80000.0,10000.0,100000.0,110000.0,2023
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,Rent,71-80,No,2000000.0,20,,3000000.0,3.5,,100000.0,FI,Undecided,36-40,"Increased my FI and/or RE number,Increased my planned RE date",,,,399300.0,2900.0,145966.0,147215.0,2023
2,Yes,United States Dollars (USD),36-40,Married,1,0,For myself,,,,Financial Services,Self-employed,Management - Upper,Trader,Own,71-80,No,3000000.0,49,,100.0,5,100000.0,200000.0,ChubbyFI,Yes,41-45,"Decreased my FI and/or RE number,Decreased my planned RE date",,,,2333000.0,328000.0,64850.0,222000.0,2023
2,Yes,United States Dollars (USD),36-40,Married,2,0,For an organization,,For myself,,Manufacturing,Public corporation,Professional (non-licensed),Technical Service Manager,Own,71-80,No,2000000.0,41,,2000000.0,3.5,25000.0,80000.0,Undecided,Partially,51-55,Increased my FI and/or RE number,,,,1559700.0,290100.0,184250.0,184250.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,3,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,,Own,81-90,No,3000000.0,50,,5000000.0,3.5,,175000.0,FI,Undecided,36-40,"Increased my FI and/or RE number,Increased my planned RE date",,,,2425000.0,700000.0,0.0,350000.0,2023
1,Yes,United States Dollars (USD),41-45,Married,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),26-30,Married,,,For an organization,,,,Financial Services,Private corporation,Management - Middle / Lower,Accounting Manager,Own,71-80,No,3750000.0,10,,3000000.0,3.5,,,ChubbyFI,Undecided,46-50,No change,,,,777535.0,389140.0,269112.0,269112.0,2023
2,Yes,United States Dollars (USD),51-55,Married,2,0,For an organization,,,,Transportation,Public corporation,Professional (licensed / certificated),Pilot,Own,81-90,No,10000000.0,50,,10000000.0,4,,250000.0,Don't Understand,Yes,61-65,No change,,,,4982200.0,225000.0,500000.0,500000.0,2023
1,Yes,United States Dollars (USD),41-45,"Divorced - In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,"Senior Manager, Product Design",Own,91-100,No,750000.0,38,,150.0,4,8000.0,30000.0,LeanFI,Partially,46-50,No change,,,,571361.0,0.0,124700.0,193000.0,2023
1,Yes,United States Dollars (USD),46-50,Married,1,0,For an organization,,,,Retail,Public corporation,Management - Middle / Lower,VP Technology,Own,61-70,No,6000000.0,67,,6500000.0,4,,240000.0,Undecided,Partially,51-55,Increased my FI and/or RE number,,,,5939600.0,1290000.0,470000.0,510000.0,2023
