Number of Contributors,Reside in US,Currency Used,Age,Relationship Status,Children Currently,Children Desired,Working Industry,Employer Type,Job Role,Job Title,Full Time Employment,"Part Time, Regular Employment","Part Time, Irregular Employement",Not Employed,Housing Situation,Cost of Living Index,Financially Independent,FI Number,Percent of FI Amount,Retired,Amount to Retire,Target Safe Withdrawal Rate,Annual Income [Supplemental Sources],Retired Annual Spending,Work if FI,Intended Retirement Age,FI Number [Retired],Annual Withdrawal Rate,Annual Withdrawal Amount,Total Assets,Total Debt,Annual Expenses,Total Income,Year
2,Yes,United States Dollars (USD),36-40,Married,,2,Information Technology (incl. software engineering),Private corporation,Information technology,Staff Software Engineer,For an organization,,,,Rent,71-80,No,2000000.0,75,,2500000.0,4,50000.0,70000.0,Undecided,Undecided,,,,1463000.0,2000.0,113000.0,470000.0,2022
1,Yes,United States Dollars (USD),36-40,Married,1,0,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,For an organization,,,,Own,71-80,No,1000000.0,49,,2000000.0,4,,80000.0,Yes,46-50,,,,1011000.0,407600.0,125000.0,450000.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,Information Technology (incl. software engineering),Private corporation,Information technology,Data Analyst,For an organization,,,,Live with family or friends,71-80,No,1500000.0,2.6,,1500000.0,4,,60000.0,Undecided,46-50,,,,37650.0,0.0,40000.0,40000.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,2,Information Technology (incl. software engineering),Private corporation,Information technology,Senior QA Engineer,For an organization,,,,Rent,81-90,No,1500000.0,15,,2200000.0,4,,80000.0,Yes,56-60,,,,312461.0,0.0,130000.0,130000.0,2022
1,Yes,United States Dollars (USD),41-45,Married,2,,Engineering (NOT software),Private corporation,Management - Upper,Head of Engineering,For an organization,,,,Own,81-90,No,2500000.0,35,,2500000.0,4,,70000.0,Partially,51-55,,,,1523000.0,72500.0,222600.0,224000.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Engineering (NOT software),Public corporation,Professional (non-licensed),,For an organization,,,,Own,81-90,No,1500000.0,56,,1500000.0,4,,50000.0,Undecided,36-40,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Professional & Business Services,Public corporation,Management - Middle / Lower,Global Head - Client Retention,For an organization,,,,Rent,101-110,No,3000000.0,50,,5000000.0,4,25000.0,150000.0,Undecided,46-50,,,,1675000.0,125000.0,356500.0,357500.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Education,Public agency (Government),Professional (licensed / certificated),Teacher,For an organization,,,,Own,81-90,No,1500000.0,13,,2000000.0,4,100000.0,70000.0,Partially,41-45,,,,795748.0,305000.0,142320.0,187400.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,3,Financial Services,Private corporation,Professional (licensed / certificated),Director of Client Services,For an organization,For myself,,,Live with family or friends,71-80,No,2500000.0,8.55,,5000000.0,4,,100000.0,No,Undecided,,,,231822.0,0.0,76500.0,76500.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,Transportation,Public corporation,Professional (non-licensed),Senior FP&A Business Partner,For an organization,,,,Rent,71-80,No,1000000.0,20,,5500000.0,4,,200000.0,No,51-55,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,Transportation,Public corporation,Professional (non-licensed),Senior FP&A Business Partner,For an organization,,,,Rent,71-80,No,1000000.0,20,,5500000.0,4,,200000.0,No,51-55,,,,174000.0,29000.0,130850.0,130850.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,,Natural Resources,Private corporation,Skilled laborer / skilled tradesperson,Coiled tubing operator,For an organization,,,,Own,91-100,No,15000000.0,60,,2000000.0,4,8000.0,50000.0,No,41-45,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,,Information Technology (incl. software engineering),Private corporation,Consultant,Consultant,For an organization,,,,Own,71-80,No,2200000.0,32,,2200000.0,4,50000.0,80000.0,Partially,51-55,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Other Services,Nonprofit corporation,Management - Middle / Lower,Development Director,For an organization,,,,Rent,1-20,No,,,,,4,,80000.0,Undecided,51-55,,,,857500.0,0.0,96000.0,230000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,1,1,Financial Services,Public corporation,Information technology,Security Advisor,For an organization,,,,Own,71-80,No,2500000.0,50,,2500000.0,4,100000.0,125000.0,Undecided,46-50,,,,2025000.0,425000.0,300000.0,322000.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Energy,Private corporation,Professional (non-licensed),Oil and Gas,For an organization,,,,Own,71-80,No,1500000.0,26,,2500000.0,4,500000.0,90000.0,Partially,46-50,,,,985000.0,290000.0,0.0,190000.0,2022
2,Yes,United States Dollars (USD),41-45,Married,2,0,Professional & Business Services,Public corporation,Professional (non-licensed),Analytics manager,For an organization,,,,Own,81-90,No,1500000.0,65,,1500000.0,4,40000.0,60000.0,Yes,46-50,,,,1597000.0,330000.0,0.0,262000.0,2022
2,Yes,United States Dollars (USD),36-40,Divorced - Remarried,3,0,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,For an organization,,,,Own,81-90,No,2500000.0,32,,3000000.0,4,35000.0,105000.0,Partially,46-50,,,,1294344.0,368972.0,25320.0,285065.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Education,Public agency (Government),Professional (licensed / certificated),Teacher,For an organization,,,,Own,71-80,No,525000.0,20,,700000.0,4,45000.0,51000.0,Partially,36-40,,,,969000.0,680000.0,96152.0,178000.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Information Technology (incl. software engineering),Private corporation,Information technology,GIS Analyst,For an organization,,,,Rent,71-80,No,1250000.0,5,,1250000.0,4,64000.0,64000.0,Undecided,51-55,,,,83000.0,200.0,69107.0,69200.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,1,Financial Services,Private corporation,Professional (licensed / certificated),Analyst,For an organization,,,,Own,101-110,No,2000000.0,75,,2000000.0,4,20000.0,80000.0,Yes,36-40,,,,3635000.0,844000.0,450000.0,450000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Engineering (NOT software),Private corporation,Professional (licensed / certificated),Structural Engineer,For an organization,,,,Own,71-80,No,2000000.0,30,,2000000.0,4,,,Yes,41-45,,,,972000.0,292000.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,0,Healthcare,Private corporation,Professional (licensed / certificated),Accountant,For an organization,,For myself,,Own,81-90,No,1900000.0,15,,1900000.0,4,20000.0,75000.0,Yes,46-50,,,,800000.0,294000.0,120000.0,120000.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Education,Public agency (Government),Information technology,Software Engineer,For an organization,,For myself,,Rent,71-80,No,1200000.0,5,,,4,,,Partially,46-50,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Utilities,Public agency (Government),Management - Middle / Lower,,For an organization,,,,Rent,71-80,No,2000000.0,5,,3000000.0,4,36000.0,70000.0,Partially,51-55,,,,112000.0,0.0,43000.0,43000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,,For an organization,,,Own,71-80,No,2000000.0,75,,2000000.0,4,80000.0,80000.0,Undecided,41-45,,,,2102000.0,746000.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Construction,Private corporation,Management - Middle / Lower,Project Manager,For an organization,,,,Own,71-80,No,1035375.0,2,,1035375.0,4,18000.0,52000.0,No,51-55,,,,67700.0,282000.0,70000.0,70000.0,2022
1,Yes,United States Dollars (USD),46-50,"Divorced - In a relationship, but not married",2,0,Healthcare,Public agency (Government),Professional (licensed / certificated),medical physicist,For an organization,,,,Rent,91-100,No,1250000.0,57,,1250000.0,4,16800.0,55000.0,Partially,51-55,,,,707000.0,0.0,206220.0,217000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,1,2,Information Technology (incl. software engineering),Private corporation,Information technology,Data scientist,For an organization,,,,Own,81-90,No,2500000.0,33,,2500000.0,4,,80000.0,Yes,36-40,,,,1525000.0,450000.0,265000.0,265000.0,2022
1,Yes,United States Dollars (USD),36-40,Divorced,1,1,Information Technology (incl. software engineering),Private corporation,Administrative staff,Senior Executive Assistant,For an organization,,,,Own,71-80,No,2000000.0,10,,2000000.0,4,20000.0,80000.0,Yes,56-60,,,,578255.0,200958.0,137128.0,137128.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Healthcare,Private corporation,Professional (licensed / certificated),,For an organization,,,,Rent,81-90,No,1200000.0,40,,1200000.0,4,,50000.0,Partially,41-45,,,,468000.0,0.0,63000.0,1000000.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Engineering (NOT software),Public corporation,Professional (non-licensed),,For an organization,,,,Own,81-90,No,1000000.0,60,,2000000.0,4,,50000.0,No,41-45,,,,1000000.0,285000.0,105100.0,105000.0,2022
2,Yes,United States Dollars (USD),36-40,Divorced - Remarried,2,2,Information Technology (incl. software engineering),Nonprofit corporation,Information technology,Network Engineer,For an organization,,For myself,,Own,61-70,No,1750000.0,11,,1750000.0,4,,70000.0,Partially,51-55,,,,624250.0,208500.0,175000.0,175000.0,2022
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,Engineering (NOT software),Private corporation,Professional (non-licensed),Documentation Specialist,"For an organization,For myself",,,,Own,81-90,No,1300000.0,6,,1700000.0,4,,40000.0,No,46-50,,,,267200.0,128600.0,80000.0,80000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Energy,Nonprofit corporation,Professional (non-licensed),Lead Analyst,For an organization,,,,Own,91-100,No,3000000.0,30,,3000000.0,4,75000.0,150000.0,Undecided,51-55,,,,1265000.0,0.0,210000.0,210000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,,Manufacturing,Public corporation,Professional (non-licensed),Analyst,For an organization,,,,Own,91-100,No,1500000.0,10,,1500000.0,4,100000.0,80000.0,Undecided,51-55,,,,580000.0,305000.0,129000.0,175000.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Information Technology (incl. software engineering),Private corporation,Information technology,Information Security Analyst,For an organization,,,,Own,41-50,No,860000.0,60,,1100000.0,4,,30000.0,Yes,31-35,,,,536000.0,0.0,120000.0,120000.0,2022
1,No,Canadian Dollars (CAD),21-25,"Single, never married",,2,Information Technology (incl. software engineering),Private corporation,Information technology,Software engineer,For an organization,,,,Rent,71-80,No,2305918.524212145,20,,7686395.080707149,4,,230591.85242121445,No,36-40,,,,468870.09992313606,0.0,221368.17832436587,230591.85242121445,2022
1,Yes,United States Dollars (USD),41-45,"In a relationship, but not married",,,Healthcare,Private corporation,Information technology,professor,For an organization,,,For myself,Rent,91-100,No,,80,,,4,,20000.0,Yes,41-45,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),41-45,Married,2,0,Healthcare,Nonprofit corporation,Professional (licensed / certificated),Nurse practitioner,,For an organization,,,Own,91-100,No,2300000.0,30,,2300000.0,4,120000.0,100000.0,Yes,56-60,,,,1403000.0,196000.0,240000.0,240000.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Energy,Private corporation,Administrative staff,AP/AR Clerk,For an organization,,,,Own,41-50,No,500000.0,25,,500000.0,4,,25000.0,Undecided,41-45,,,,700000.0,450000.0,59500.0,116000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,2,2,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,For an organization,,,,Own,61-70,No,1000000.0,6,,1500000.0,4,24000.0,40000.0,Partially,51-55,,,,323000.0,214000.0,94500.0,94500.0,2022
2,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Information Technology (incl. software engineering),Public corporation,Information technology,software engineer,For an organization,,,,Own,71-80,Yes,,,No,1500000.0,4,,50000.0,Partially,36-40,29.0,,,1160000.0,270000.0,68500.0,145000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Healthcare,Private corporation,Professional (licensed / certificated),Scientist 1,For an organization,,,,Rent,71-80,No,2000000.0,7,,3000000.0,4,120000.0,120000.0,Partially,51-55,,,,364554.0,17397.0,179139.0,159824.0,2022
2,No,Canadian Dollars (CAD),46-50,Married,,,Healthcare,Nonprofit corporation,Management - Upper,Director,For an organization,,,,Own,71-80,No,960799.3850883936,76,,960799.3850883936,4,18447.34819369716,38431.97540353574,Partially,46-50,,,,1061106.8408916218,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,1,2,Retail,Public corporation,Management - Middle / Lower,Product Developer,For an organization,,,,Own,61-70,No,1500000.0,6,,900000.0,4,600000.0,60000.0,Yes,31-35,,,,397000.0,305500.0,129300.0,129300.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,Engineering (NOT software),Public corporation,,Intern,,For an organization,,,Rent,51-60,No,2000000.0,7.6,,,4,30000.0,80000.0,Yes,36-40,,,,70000.0,0.0,28550.0,30000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Information Technology (incl. software engineering),Private corporation,Information technology,Technical Marketing Engineer,For an organization,,,,Own,91-100,No,2000000.0,55,,3000000.0,4,200000.0,100000.0,Partially,51-55,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,Senior Software Development Manager,For an organization,,,,Rent,91-100,Yes,,,No,4000000.0,4,,80000.0,Undecided,41-45,2000000.0,,,2400000.0,0.0,248500.0,520000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,1,0,Public Administration (Civilian Government),Public agency (Government),Professional (licensed / certificated),,For an organization,,,,Own,81-90,No,3000000.0,40,,5000000.0,4,200000.0,150000.0,No,56-60,,,,1905000.0,0.0,60000.0,272000.0,2022
2,No,Canadian Dollars (CAD),36-40,"In a relationship, but not married",,,Financial Services,Private corporation,Administrative staff,Receptionist,For an organization,,,,Rent,71-80,No,576479.6310530362,93,,614911.6064565718,4,23059.185242121446,23059.185242121446,Partially,36-40,,,,0.0,0.0,60083.78170637971,60083.78170637971,2022
2,Yes,United States Dollars (USD),51-55,Married,,,Manufacturing,Private corporation,Management - Middle / Lower,,For an organization,,,,Own,21-30,No,1000000.0,51,,1000000.0,4,85000.0,70000.0,Partially,56-60,,,,940823.0,152500.0,96500.0,205000.0,2022
2,Yes,United States Dollars (USD),46-50,Married,1,,Information Technology (incl. software engineering),Nonprofit corporation,Management - Middle / Lower,Engineering Manager,For an organization,,,,Own,81-90,No,3000000.0,96,,3500000.0,4,,120000.0,Yes,51-55,,,,3106500.0,258000.0,100000.0,183000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,1,0,Information Technology (incl. software engineering),Private corporation,Marketing,Product marketing manager,For an organization,,,,Own,81-90,No,2500000.0,10,,2500000.0,4,100000.0,,No,56-60,,,,953000.0,420000.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),41-45,Married,2,0,Healthcare,Public corporation,Management - Middle / Lower,Associate director,For an organization,,,,Own,91-100,No,4000000.0,25,,7000000.0,4,12345.0,200000.0,Partially,46-50,,,,1990000.0,800000.0,200000.0,460000.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,3,Energy,Public corporation,Professional (non-licensed),Engineer,For an organization,,,,Rent,71-80,No,1500000.0,8,,2000000.0,4,,60000.0,Partially,36-40,,,,178000.0,15000.0,150880.0,150880.0,2022
2,Yes,United States Dollars (USD),31-35,Married,2,0,Engineering (NOT software),Public corporation,Professional (non-licensed),Engineering Program Manager,For an organization,,,,Own,71-80,No,1500000.0,30,,1750000.0,4,24000.0,70000.0,Partially,46-50,,,,640020.0,184000.0,211100.0,207000.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,Construction,Private corporation,Management - Middle / Lower,Field Engineer,For an organization,,,,Live with family or friends,91-100,No,2000000.0,0,,2000000.0,4,,65000.0,Undecided,51-55,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,1,Energy,Self-employed,Consultant,Owner,For myself,,,,Own,81-90,No,2000000.0,42,,2500000.0,4,40000.0,750000.0,Undecided,46-50,,,,1753000.0,400000.0,70000.0,400000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Other Services,Self-employed,Professional (non-licensed),Online Coach,For myself,,,,Own,81-90,No,3250000.0,42,,3250000.0,4,20000.0,130000.0,Partially,41-45,,,,1920000.0,320000.0,118200.0,200000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,2,0,Real Estate,Private corporation,Management - Upper,Director of Land Development,For an organization,,,,Own,81-90,No,4000000.0,15,,5000000.0,4,50000.0,100000.0,No,56-60,,,,1290000.0,385000.0,0.0,310000.0,2022
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,Healthcare,Nonprofit corporation,Professional (licensed / certificated),Dentist,For an organization,,,,Rent,1-20,No,1500000.0,10,,1500000.0,4,40000.0,70000.0,Partially,61-65,,,,150000.0,5000.0,149700.0,149700.0,2022
2,Yes,United States Dollars (USD),41-45,Married,4,0,Retail,Public corporation,Management - Middle / Lower,Retail Operations,For an organization,,,,Own,71-80,Yes,,,No,3300000.0,4,50000.0,160000.0,Partially,46-50,3000000.0,,,29750000.0,18000.0,467655.0,467718.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,3,Healthcare,Private corporation,Management - Middle / Lower,Business development,For an organization,,,,Own,81-90,No,3000000.0,12,,3000000.0,4,10000.0,120000.0,Partially,46-50,,,,1086000.0,510000.0,258100.0,270000.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,For an organization,,,,Rent,91-100,No,800000.0,64,,1250000.0,4,,36000.0,Undecided,31-35,,,,508000.0,0.0,180000.0,180000.0,2022
2,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Financial Services,Private corporation,Management - Upper,Product Manager,For an organization,,,,Rent,81-90,Yes,,,No,5000000.0,4,150000.0,125000.0,Undecided,36-40,33.0,,,5450000.0,150000.0,0.0,0.0,2022
1,No,United States Dollars (USD),36-40,"In a relationship, but not married",,,Professional & Business Services,Self-employed,Marketing,,For myself,,,,Rent,31-40,No,1200000.0,37.5,,100.0,4,0.0,48000.0,Partially,51-55,,,,450000.0,0.0,0.0,100000.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Manufacturing,Public corporation,Management - Middle / Lower,,For an organization,,,,Own,81-90,No,1000000.0,30,,1500000.0,4,30000.0,55000.0,Undecided,36-40,,,,732500.0,352000.0,114050.0,115000.0,2022
2,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,,Professional & Business Services,Private corporation,Management - Upper,VP People Operations,For an organization,,,,Own,81-90,Yes,,,No,2000000.0,4,24000.0,100000.0,No,41-45,1500000.0,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,,Professional & Business Services,Private corporation,Management - Upper,VP People,For an organization,,,,Own,81-90,Yes,,,No,2000000.0,4,25000.0,100000.0,Undecided,41-45,2000000.0,,,3010085.0,1307000.0,403800.0,404000.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Construction,Private corporation,Sales,Estimator,For an organization,,,,Rent,81-90,No,1000000.0,20,,1500000.0,4,30000.0,50000.0,Partially,46-50,,,,201000.0,1000.0,3500.0,6000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Engineering (NOT software),Private corporation,Professional (non-licensed),Hardware Engineer,For an organization,,,,Own,71-80,No,625000.0,40,,1200000.0,4,0.0,50000.0,Partially,46-50,,,,495000.0,142000.0,50000.0,125000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Other Services,Public corporation,Management - Middle / Lower,Director of Risk Management,For an organization,,,,Own,61-70,No,2600000.0,30,,2000000.0,4,0.0,80000.0,Undecided,46-50,,,,874471.0,89000.0,310000.0,310000.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Other Services,Private corporation,Professional (non-licensed),HRIS Manager,For an organization,,,,Rent,91-100,No,600000.0,20,,1000000.0,4,,50000.0,Undecided,46-50,,,,131183.0,0.0,130353.0,132053.0,2022
1,Yes,United States Dollars (USD),36-40,"Single, never married",,2,Information Technology (incl. software engineering),Public corporation,Information technology,Principal Software Engineer,For an organization,,,,Own,61-70,No,1000000.0,40,,2000000.0,4,35000.0,50000.0,Partially,51-55,,,,706000.0,170000.0,148500.0,220000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Healthcare,Nonprofit corporation,Information technology,Business Intelligence Admin,For an organization,,For an organization,,Own,71-80,No,2500000.0,25,,2500000.0,4,,100000.0,No,51-55,,,,1292000.0,518000.0,218800.0,359000.0,2022
2,Yes,United States Dollars (USD),46-50,Married,1,0,Information Technology (incl. software engineering),Self-employed,Information technology,,,For myself,,For an organization,Own,71-80,Yes,,,No,2500000.0,4,84000.0,100000.0,Partially,51-55,2500000.0,,,3210000.0,0.0,100000.0,380000.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Healthcare,Public corporation,Professional (non-licensed),Engineer,For an organization,,,,Rent,91-100,No,1200000.0,25,,1500000.0,4,24000.0,50000.0,Partially,51-55,,,,300000.0,15000.0,0.0,113000.0,2022
2,No,Canadian Dollars (CAD),26-30,"In a relationship, but not married",,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,For an organization,,,,Rent,71-80,No,1537279.0161414298,25,,1537279.0161414298,4,,,Yes,31-35,,,,230591.85242121445,0.0,30745.580322828595,153727.90161414296,2022
1,Yes,United States Dollars (USD),36-40,Married,2,0,Engineering (NOT software),Self-employed,Professional (licensed / certificated),Principal Engineer,For myself,,,,Own,81-90,No,2000000.0,40,,2000000.0,4,30000.0,100000.0,Partially,41-45,,,,1191500.0,214400.0,196800.0,201500.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Healthcare,Nonprofit corporation,Management - Middle / Lower,Director,For an organization,,,,Own,81-90,No,5500000.0,27,,5500000.0,4,250000.0,250000.0,Yes,56-60,,,,2687000.0,1282000.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),36-40,Divorced,1,0,Information Technology (incl. software engineering),Private corporation,Consultant,Senior manager,For an organization,,,,Own,71-80,Yes,,,No,25000000.0,4,30000.0,90000.0,Undecided,46-50,15000000.0,,,930000.0,503000.0,168600.0,190000.0,2022
>3,Yes,United States Dollars (USD),36-40,"Single, never married",,,Education,Public agency (Government),Professional (licensed / certificated),Teacher,For an organization,,,,Own,71-80,No,900000.0,20,,900000.0,4,35000.0,45000.0,Yes,46-50,,,,500600.0,394000.0,5925.0,6500.0,2022
1,Yes,United States Dollars (USD),41-45,Divorced,,,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,Director,For an organization,,,,Own,81-90,No,1500000.0,40,,2000000.0,4,50000.0,80000.0,No,51-55,,,,1300000.0,200000.0,250000.0,250000.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Information Technology (incl. software engineering),Private corporation,Professional (non-licensed),Software Engineer,For an organization,,,,Rent,81-90,No,663000.0,25,,750000.0,4,14000.0,27000.0,Yes,41-45,,,,170000.0,9000.0,75000.0,75000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Information Technology (incl. software engineering),Private corporation,Consultant,Business analyst,For an organization,,,,Own,71-80,No,3000000.0,66,,3000000.0,4,,80000.0,Undecided,Undecided,,,,2381000.0,322000.0,350000.0,350000.0,2022
1,Yes,United States Dollars (USD),31-35,Married,,,Healthcare,Private corporation,Professional (licensed / certificated),Associate Veterinarian,For an organization,,,,Own,81-90,No,4000000.0,2,,4000000.0,4,43500.0,160000.0,Partially,56-60,,,,520000.0,289000.0,189973.0,189973.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,,Public corporation,Professional (non-licensed),Cartographer,For an organization,,,,Own,81-90,No,1000000.0,20,,1000000.0,4,80000.0,80000.0,Partially,41-45,,,,620000.0,307000.0,120000.0,120000.0,2022
1,Yes,United States Dollars (USD),36-40,Married,2,0,Healthcare,Public corporation,Professional (non-licensed),Design Engineer,For an organization,,,,Own,71-80,No,2000000.0,44,,2000000.0,4,2500.0,60000.0,Yes,46-50,,,,1445000.0,208000.0,132948.0,133000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,,Engineering (NOT software),Public corporation,Management - Middle / Lower,Engineering Manager,For an organization,,,,Own,71-80,No,2500000.0,34,,2500000.0,4,49404.0,100000.0,Yes,46-50,,,,1397085.0,300579.0,248637.0,248637.0,2022
1,Yes,United States Dollars (USD),21-25,Married,1,3,Financial Services,Private corporation,Information technology,Sr Analytics Engineer,For an organization,,,,Own,71-80,No,2000000.0,10,,40000000.0,4,30000.0,100000.0,No,51-55,,,,687800.0,398000.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,1,Engineering (NOT software),Public corporation,Consultant,,For an organization,,,,Rent,81-90,No,1200000.0,28,,1200000.0,4,50000.0,60000.0,Partially,36-40,,,,320000.0,0.0,45000.0,150000.0,2022
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,,Information Technology (incl. software engineering),Private corporation,Information technology,Senior Software Engineer,For an organization,For myself,,,Own,81-90,No,5000000.0,8,,5000000.0,4,20000.0,150000.0,Partially,Undecided,,,,811000.0,370000.0,79500.0,165000.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Engineering (NOT software),Private corporation,Consultant,,For an organization,,,,Rent,81-90,No,1000000.0,25,,100.0,4,,40000.0,Partially,36-40,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,1,Engineering (NOT software),Private corporation,Professional (licensed / certificated),Associate,For an organization,,,,Own,81-90,No,2000000.0,25,,,4,150000.0,100000.0,No,61-65,,,,853500.0,319500.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,,Financial Services,Public corporation,Information technology,,For an organization,,,,Own,71-80,No,2500000.0,20,,2500000.0,4,,,Partially,56-60,,,,430000.0,266000.0,0.0,185000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,1,2,Financial Services,Private corporation,Professional (non-licensed),Analyst,For an organization,,,,Own,81-90,No,2500000.0,10,,6000000.0,4,,,No,56-60,,,,588000.0,275000.0,100000.0,218000.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Manufacturing,Public corporation,Management - Middle / Lower,"Manager, contracts and pricing",For an organization,,,,Own,71-80,No,1250000.0,45,,125000.0,4,45000.0,45000.0,Yes,36-40,,,,705000.0,145000.0,151000.0,151000.0,2022
1,Yes,United States Dollars (USD),41-45,"In a relationship, but not married",,,Financial Services,Private corporation,Management - Middle / Lower,Managing Director,For an organization,,,,Rent,91-100,No,5000000.0,40,,10000000.0,4,48000.0,250000.0,Undecided,Undecided,,,,1870000.0,150000.0,120000.0,600000.0,2022
1,Yes,United States Dollars (USD),31-35,Married,1,2,Information Technology (incl. software engineering),Public corporation,Information technology,Senior software engineer,For an organization,,,,Own,91-100,No,2500000.0,34,,4000000.0,4,,80000.0,No,46-50,,,,2100000.0,665000.0,120000.0,400000.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,Manufacturing,Public corporation,Management - Middle / Lower,Quality Control Supervisor,For an organization,,,,Rent,61-70,No,300000.0,50,,300000.0,4,,0.0,Yes,26-30,,,,150000.0,5000.0,38000.0,0.0,2022
