Number of Contributors,Reside in US,Currency Used,Age,Relationship Status,Children Currently,Children Desired,Full Time Employment,"Part Time, Regular Employment","Part Time, Irregular Employement",Not Employed,Working Industry,Employer Type,Job Role,Job Title,Housing Situation,Cost of Living Index,Financially Independent,FI Number,Percent of FI Amount,Retired,Amount to Retire,Target Safe Withdrawal Rate,Annual Income [Supplemental Sources],Retired Annual Spending,Type of FI,Work if FI,Intended Retirement Age,Inflation/Recession Effects,FI Number [Retired],Annual Withdrawal Rate,Annual Withdrawal Amount,Total Assets,Total Debt,Annual Expenses,Total Income,Year
1,Yes,USD,26-30,"In a relationship, but not married",,2.0,For an organization,,,,,,,,Rent,71-80,No,1000000.0,2.0,,1200000.0,4.0,,40000.0,FI,Partially,41-45,Increased my FI and/or RE number,,,,38000.0,19000.0,26000.0,60000.0,2021
1,Yes,USD,31-35,Married,3.0,0.0,For an organization,,,,,,,,Own,71-80,No,2500000.0,44.0,,3500000.0,3.5,50000.0,120000.0,ChubbyFI,No,41-45,No change,,,,1640000.0,420000.0,70000.0,189000.0,2021
1,Yes,USD,26-30,"In a relationship, but not married",,,For an organization,,,,,,,,Rent,71-80,No,1200000.0,22.0,,1200000.0,4.0,16000.0,60000.0,FI,Partially,36-40,No change,,,,260000.0,9000.0,0.0,0.0,2021
1,Yes,USD,21-25,"In a relationship, but not married",,3.0,For an organization,,For an organization,,,,,,Rent,61-70,No,0.0,1.0,,0.0,0.0,0.0,0.0,Don't Understand,Undecided,61-65,No change,,,,40000.0,16000.0,80000.0,80000.0,2021
2,Yes,USD,26-30,Married,,2.0,For an organization,,,,Engineering,Public corporation,,Technical Writer,Rent,61-70,No,2000000.0,35.0,,4000000.0,4.0,,80000.0,FI,Partially,41-45,Increased my FI and/or RE number,,,,762000.0,0.0,0.0,0.0,2021
2,Yes,USD,31-35,"In a relationship, but not married",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,46-50,"Single, never married",,,For an organization,,,,,,,,Rent,91-100,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,31-35,Married,1.0,2.0,For an organization,,,,Construction,Self-employed,Skilled laborer / skilled tradesperson,Owner/head engineer of general contracting firm,Own,91-100,No,1000000.0,36.0,,700000.0,2.0,48000.0,42000.0,Barista / Coast FI,Partially,31-35,No change,,,,713000.0,140000.0,145480.0,256000.0,2021
2,Yes,USD,31-35,Divorced - Remarried,2.0,4.0,For myself,,,,Manufacturing,Private corporation,Skilled laborer / skilled tradesperson,paper machine operator,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,36-40,Married,2.0,1.0,For an organization,,,,Education,Public agency,Professional (licensed / certificated),Speech,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,31-35,Divorced - Remarried,2.0,4.0,For myself,,,,Manufacturing,Private corporation,Skilled laborer / skilled tradesperson,tg,Own,41-50,No,2000000.0,15.0,,2000000.0,4.0,100000.0,20000.0,LeanFI,Partially,41-45,No change,,,,380000.0,150000.0,25000.0,120000.0,2021
1,Yes,USD,31-35,Married,,,For an organization,,,,,,,,Rent,91-100,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,26-30,"Single, never married",,,For an organization,,,,,,,,Own,61-70,No,5000000.0,40.0,,550000.0,0.02,50000.0,60000.0,FatFI,Partially,56-60,"Increased my FI and/or RE number,Increased my planned RE date",,,,2281000.0,440000.0,60000.0,220000.0,2021
2,Yes,USD,31-35,Married,1.0,,For an organization,,,,Engineering,Private corporation,Information technology,Software Engineer,Rent,81-90,No,3000000.0,66.0,,3000000.0,0.035,30000.0,85000.0,ChubbyFI,Undecided,36-40,"Increased my FI and/or RE number,Increased my planned RE date",,,,1500000.0,0.0,0.0,0.0,2021
1,Yes,USD,21-25,"Single, never married",,3.0,For an organization,,,,,,,,Live with family or friends,71-80,No,1500000.0,20.0,,3000000.0,4.0,35000.0,100000.0,ChubbyFI,Undecided,41-45,Increased my FI and/or RE number,,,,420000.0,120000.0,30000.0,95000.0,2021
2,Yes,USD,31-35,Married,1.0,1.0,For an organization,,,,Financial Services,Private corporation,Professional (licensed / certificated),Accountant,Own,71-80,No,3000000.0,60.0,,4000000.0,3.0,30000.0,120000.0,ChubbyFI,Undecided,41-45,Increased my FI and/or RE number,,,,2300000.0,0.0,53000.0,0.0,2021
1,Yes,USD,26-30,"In a relationship, but not married",2.0,0.0,For an organization,,,,,,,,Own,71-80,No,1200000.0,5.0,,1200000.0,3.33,,40000.0,FI,Undecided,46-50,Increased my FI and/or RE number,,,,183500.0,165000.0,58250.0,58250.0,2021
2,Yes,USD,36-40,Married,1.0,1.0,For an organization,,,,Engineering,Public corporation,Professional (non-licensed),engineer,Own,71-80,No,5000000.0,60.0,,5000000.0,8.0,0.0,30000.0,LeanFI,No,56-60,No change,,,,3500000.0,0.0,228000.0,400000.0,2021
2,Yes,USD,31-35,Married,,,For an organization,,,,Information Technology,Private corporation,Information technology,Software Engineer,Rent,61-70,No,3000000.0,33.0,,4000000.0,3.5,,,ChubbyFI,Partially,41-45,"Increased my FI and/or RE number,Increased my planned RE date",,,,943000.0,0.0,0.0,0.0,2021
2,Yes,USD,41-45,Divorced - Remarried,3.0,0.0,For an organization,,,,Financial Services,Public corporation,Marketing,Marketer,Own,61-70,No,,,,,,,,Don't Understand,Yes,46-50,,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,31-35,Married,,2.0,For an organization,,,,Healthcare,Nonprofit corporation,Professional (licensed / certificated),Registered Nurse (ICU specialty),,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,46-50,"In a relationship, but not married",,,For an organization,,,,,,,,Own,71-80,No,1000000.0,40.0,,1500000.0,3.5,45000.0,30000.0,FI,Partially,51-55,No change,,,,1555000.0,66000.0,125000.0,125000.0,2021
2,Yes,USD,21-25,"In a relationship, but not married",,,For an organization,,,,Information Technology,Private corporation,Marketing,,Rent,81-90,No,1500000.0,15.0,,2250000.0,3.5,0.0,60000.0,ChubbyFI,Undecided,31-35,Increased my FI and/or RE number,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,36-40,"In a relationship, but not married",1.0,0.0,For an organization,,,,Education,Nonprofit corporation,Professional (non-licensed),Senior Lecturer,Own,51-60,No,3000000.0,40.0,,4000000.0,4.0,60000.0,175000.0,FatFI,Undecided,51-55,"Increased my FI and/or RE number,Increased my planned RE date",,,,2700000.0,970000.0,315000.0,315000.0,2021
2,No,GBP,26-30,Married,,,For an organization,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,26-30,"Single, never married",,3.0,For an organization,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,26-30,"Single, never married",,3.0,For an organization,,,,,,,,Own,81-90,No,2000000.0,17.0,,3000000.0,3.0,15000.0,80000.0,FI,Undecided,46-50,No change,,,,646100.0,200000.0,36000.0,111000.0,2021
2,Yes,USD,26-30,Married,,,For an organization,,,,Information Technology,Private corporation,Information technology,,Own,81-90,No,1000000.0,25.0,,1750000.0,4.0,100000.0,80000.0,FI,No,61-65,No change,,,,888000.0,458000.0,300000.0,300000.0,2021
2,Yes,USD,36-40,Married,1.0,0.0,,,For an organization,,Healthcare,Nonprofit corporation,Professional (licensed / certificated),Registered Nurse,Own,51-60,No,1500000.0,0.31,,1600000.0,0.035,24000.0,60000.0,Barista / Coast FI,Partially,51-55,Increased my FI and/or RE number,,,,784280.0,88249.0,98587.0,108200.0,2021
2,Yes,USD,31-35,Married,,,For an organization,,,,Other Services,Nonprofit corporation,Management - Middle / Lower,Senior Manager,Rent,91-100,No,8000000.0,55.0,,10000000.0,3.0,40000.0,250000.0,FatFI,Partially,36-40,No change,,,,4470000.0,0.0,1660000.0,1660000.0,2021
2,Yes,USD,31-35,Married,,,For an organization,,,,Healthcare,Public corporation,Professional (non-licensed),,Own,61-70,No,1800000.0,18.0,,1800000.0,3.0,36000.0,60000.0,FI,Undecided,41-45,No change,,,,697619.0,301873.0,201615.0,204666.0,2021
2,No,GBP,26-30,"In a relationship, but not married",,,For an organization,,,,Healthcare,Public corporation,Professional (licensed / certificated),Nurse,Rent,61-70,No,550206.3273727648,10.0,,687757.909215956,3.0,34387.8954607978,27510.31636863824,FI,Partially,46-50,No change,,,,82530.94910591473,0.0,13755.15818431912,33012.379642365886,2021
2,No,GBP,26-30,Married,,2.0,For an organization,,,,Engineering,Public corporation,Professional (licensed / certificated),Civil engineer,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,31-35,Married,,1.0,For an organization,,,,Education,Nonprofit corporation,Program staff,Web developer,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,No,GBP,26-30,Married,,2.0,For an organization,,,,Engineering,Public agency,Professional (licensed / certificated),Civil engineer,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,No,GBP,26-30,Married,,2.0,For an organization,,,,Engineering,Public agency,Professional (licensed / certificated),Civil engineer,Own,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,31-35,Married,,1.0,For an organization,,,,Education,Nonprofit corporation,Program staff,Web developer,Rent,91-100,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,36-40,"Single, never married",,,,For an organization,,,,,,,Rent,71-80,No,2500000.0,77.0,,3000000.0,4.0,30000.0,50000.0,FI,Partially,41-45,No change,,,,1920143.0,0.0,209709.0,218413.0,2021
1,Yes,USD,21-25,"In a relationship, but not married",,3.0,For an organization,,,,,,,,Rent,101-110,No,800000.0,1.0,,1600000.0,3.8,,75000.0,FI,Undecided,46-50,Increased my FI and/or RE number,,,,0.0,109000.0,4050.0,75000.0,2021
1,Yes,USD,26-30,"Single, never married",,,For an organization,,,,,,,,Rent,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,26-30,"In a relationship, but not married",,,For an organization,,For myself,,,,,,Rent,71-80,No,1000000.0,40.0,,2000000.0,3.0,15000.0,60000.0,FI,No,36-40,"Increased my FI and/or RE number,Increased my planned RE date",,,,820000.0,142000.0,111117.0,294000.0,2021
1,Yes,USD,21-25,"In a relationship, but not married",,,For an organization,,For myself,,,,,,Live with family or friends,61-70,No,1500000.0,5.3,,1000000.0,4.0,15000.0,50000.0,Barista / Coast FI,No,31-35,Increased my FI and/or RE number,,,,84000.0,0.0,53100.0,60000.0,2021
2,Yes,USD,31-35,Married,1.0,1.0,For an organization,,,,Manufacturing,Public corporation,Administrative staff,Senior Administrative Assistant,Own,61-70,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,26-30,Married,,2.0,For an organization,,,,Healthcare,Public corporation,Management - Middle / Lower,Project manager,Own,61-70,No,1500000.0,15.0,,2500000.0,3.5,30000.0,120000.0,ChubbyFI,Partially,46-50,No change,,,,980000.0,406000.0,205000.0,205000.0,2021
2,Yes,USD,26-30,Married,,1.0,For an organization,,,,Healthcare,Nonprofit corporation,Administrative staff,Project Manager,Own,51-60,Yes,,,No,2000000.0,4.0,15000.0,70000.0,FI,Partially,31-35,No change,1200000.0,,,1725000.0,318000.0,240000.0,240000.0,2021
2,Yes,USD,31-35,Married,1.0,0.0,For an organization,,,,Education,Private corporation,Professional (non-licensed),PhD Candidate,Own,61-70,No,1000000.0,13.0,,1000000.0,4.0,48000.0,40000.0,ChubbyFI,Yes,56-60,Increased my FI and/or RE number,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,26-30,"In a relationship, but not married",,2.0,For an organization,,For myself,,,,,,Rent,91-100,No,1400000.0,20.0,,1400000.0,4.0,,70000.0,FI,Partially,41-45,No change,,,,271500.0,13000.0,11950.0,205000.0,2021
2,Yes,USD,31-35,Married,2.0,1.0,,For an organization,,,Healthcare,Public corporation,Management - Middle / Lower,Sr. Manager,Live with family or friends,81-90,Yes,,,No,2400000.0,4.0,,60000.0,Barista / Coast FI,Yes,36-40,No change,1500000.0,,,1635000.0,33558.0,0.0,0.0,2021
2,Yes,USD,26-30,Married,1.0,2.0,For an organization,,,,Information Technology,Public corporation,Marketing,Communications,Own,71-80,No,1875000.0,10.0,,2500000.0,4.0,,80000.0,ChubbyFI,Partially,46-50,No change,,,,718500.0,210000.0,219400.0,220000.0,2021
2,No,EUR,36-40,Married,3.0,0.0,For an organization,,,,Healthcare,Self-employed,Skilled laborer / skilled tradesperson,verpleegkundige,Own,61-70,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,31-35,Married,2.0,0.0,For an organization,,,,Public Administration (Civilian Government),Public agency,Professional (non-licensed),,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,31-35,Married,2.0,1.0,For an organization,,,,,,,,Own,61-70,No,2500000.0,13.0,,5000000.0,4.0,50000.0,100000.0,FI,No,51-55,No change,,,,1097596.0,485537.0,0.0,0.0,2021
1,Yes,USD,31-35,"In a relationship, but not married",,,For an organization,,,,,,,,Rent,111-120,No,1250000.0,26.0,,1750000.0,3.5,18000.0,65000.0,Barista / Coast FI,Partially,41-45,"Increased my FI and/or RE number,Increased my planned RE date",,,,407000.0,0.0,136200.0,182000.0,2021
2,Yes,USD,41-45,Married,1.0,0.0,For an organization,,,,Information Technology,Public corporation,Information technology,systems support,Own,61-70,No,1250000.0,40.0,,1000000.0,3.5,45000.0,45000.0,LeanFI,Partially,51-55,Increased my FI and/or RE number,,,,845000.0,193000.0,98000.0,165000.0,2021
2,Yes,USD,31-35,Married,2.0,0.0,For an organization,,,,Public Administration (Civilian Government),Public agency,Professional (non-licensed),,Own,61-70,No,600000.0,25.0,,700000.0,4.0,60000.0,25000.0,FI,Undecided,46-50,No change,,,,575000.0,0.0,22000.0,150000.0,2021
2,Yes,USD,46-50,Married,1.0,0.0,For an organization,,,,Public Administration (Civilian Government),Public agency,Program staff,Manager - Public Health,Own,71-80,No,3000000.0,37.0,,3000000.0,4.0,100000.0,100000.0,FI,Yes,51-55,No change,,,,2248900.0,299440.0,326154.0,255409.0,2021
2,Yes,USD,36-40,Married,,,For an organization,,,,Transportation,Public corporation,Professional (non-licensed),Engineering Manager,Own,71-80,No,3000000.0,35.0,,3000000.0,3.5,40000.0,120000.0,ChubbyFI,Yes,46-50,Increased my FI and/or RE number,,,,1490000.0,194500.0,219252.0,251771.0,2021
2,Yes,USD,31-35,Married,,2.0,For an organization,,,,Education,Nonprofit corporation,Program staff,,Own,31-40,No,4500000.0,26.0,,6000000.0,4.0,50000.0,120000.0,FI,Partially,41-45,Increased my FI and/or RE number,,,,1373000.0,157000.0,301000.0,301000.0,2021
2,No,EUR,26-30,"In a relationship, but not married",,,For an organization,,For myself,,Healthcare,Nonprofit corporation,Skilled laborer / skilled tradesperson,Nurse,Own,71-80,No,531914.8936170213,18.0,,709219.8581560284,3.0,23640.66193853428,49645.39007092199,Barista / Coast FI,Partially,36-40,Increased my FI and/or RE number,,,,671394.7990543735,330969.2671394799,23640.66193853428,117021.27659574468,2021
2,Yes,USD,31-35,Married,,2.0,For an organization,,,,Healthcare,Private corporation,Administrative staff,Quality Assurance Specialist,Own,61-70,No,1700000.0,20.7,,2100000.0,3.9,,74000.0,FI,Yes,41-45,Increased my FI and/or RE number,,,,752000.0,158000.0,204300.0,205200.0,2021
2,Yes,USD,36-40,"In a relationship, but not married",,,For myself,,,,,,,Disabled,Own,71-80,No,300000.0,20.0,,350000.0,4.0,,24000.0,Barista / Coast FI,No,56-60,No change,,,,402000.0,75000.0,46500.0,47800.0,2021
1,No,USD,36-40,"Single, never married",,,For an organization,,,,,,,,Rent,81-90,Yes,,,No,3500000.0,3.0,16000.0,100000.0,ChubbyFI,Undecided,36-40,No change,1710000.0,,,2641000.0,40000.0,236000.0,236000.0,2021
2,Yes,USD,26-30,Married,,4.0,For an organization,,,,,,,,Rent,91-100,No,1500000.0,26.67,,2000000.0,0.04,,80000.0,Barista / Coast FI,Partially,51-55,Increased my FI and/or RE number,,,,400000.0,0.0,240000.0,240000.0,2021
1,No,GBP,31-35,"Single, never married",,3.0,,,For myself,,,,,,Rent,61-70,Yes,,,No,2063273.727647868,3.0,41265.47455295736,41265.47455295736,FI,Partially,41-45,No change,275103.1636863824,,,945667.1251719395,0.0,27510.31636863824,96286.10729023383,2021
1,Yes,USD,21-25,"Single, never married",,2.0,For an organization,,,,,,,,Rent,61-70,No,2500000.0,40.0,,3000000.0,4.0,60000.0,75000.0,ChubbyFI,Partially,36-40,Increased my FI and/or RE number,,,,954400.0,200.0,30000.0,115000.0,2021
2,Yes,USD,31-35,Married,,,For an organization,,,,Public Administration (Civilian Government),Nonprofit corporation,Program staff,,Own,51-60,No,1500000.0,30.0,,2000000.0,4.0,36000.0,70000.0,FI,Partially,46-50,No change,,,,653000.0,154000.0,205000.0,205000.0,2021
1,Yes,USD,26-30,"In a relationship, but not married",,,For an organization,,,,,,,,Own,71-80,No,1500000.0,25.0,,1500000.0,3.5,,50000.0,FI,Undecided,31-35,No change,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,36-40,Married,,,,,For myself,,Information Technology,Public corporation,Professional (non-licensed),,Own,71-80,No,2600000.0,72.0,,,,,,FI,No,46-50,No change,,,,2447491.0,1000.0,209174.0,486982.0,2021
2,Yes,USD,41-45,Married,3.0,0.0,For an organization,,,,Healthcare,Private corporation,Professional (non-licensed),Quality Auditor,Own,61-70,No,3000000.0,73.0,,4000000.0,4.0,150000.0,120000.0,ChubbyFI,Undecided,51-55,Increased my FI and/or RE number,,,,3000029.0,174571.0,241560.0,242000.0,2021
2,Yes,USD,36-40,Married,,,For an organization,,,,Other Services,Public corporation,Marketing,,Own,21-30,No,2000000.0,75.0,,3000000.0,3.0,100000.0,100000.0,ChubbyFI,Partially,36-40,Increased my FI and/or RE number,,,,2510000.0,240000.0,0.0,300000.0,2021
2,Yes,USD,31-35,Married,1.0,0.0,For an organization,,,,"Arts, Entertainment, Recreation",Private corporation,Consultant,Manager,Own,61-70,No,2500000.0,46.0,,5000000.0,3.5,50000.0,200000.0,FatFI,No,51-55,No change,,,,1750000.0,585000.0,0.0,273000.0,2021
2,Yes,USD,36-40,Married,2.0,0.0,For an organization,,,,Healthcare,Private corporation,Professional (licensed / certificated),Physician Assistant,Own,81-90,No,3250000.0,40.0,,3250000.0,4.0,,120000.0,ChubbyFI,Yes,51-55,No change,,,,1552000.0,388000.0,230000.0,230000.0,2021
1,No,CAD,26-30,"In a relationship, but not married",,,For an organization,,,,,,,,Own,31-40,No,478468.8995215311,4.0,,797448.1658692185,40.0,7974.481658692185,23923.444976076556,LeanFI,Partially,41-45,No change,,,,216905.90111642744,55821.37161084529,55821.37161084529,55821.37161084529,2021
1,Yes,USD,31-35,Married,2.0,,"For an organization,For myself",,,,,,,,Own,81-90,No,1500000.0,60.0,,1500000.0,0.04,,60000.0,FI,No,41-45,No change,,,,1840000.0,332000.0,213500.0,225000.0,2021
2,Yes,USD,31-35,Married,3.0,0.0,For an organization,,,For myself,Healthcare,Nonprofit corporation,Professional (licensed / certificated),Social Worker,Own,61-70,No,900000.0,48.0,,900000.0,4.0,,36000.0,FI,Yes,36-40,"Increased my FI and/or RE number,Increased my planned RE date",,,,730000.0,251000.0,105700.0,105700.0,2021
2,Yes,USD,31-35,Married,2.0,0.0,For an organization,,,,Financial Services,Private corporation,Consultant,Multimedia consultant,Rent,61-70,No,2500000.0,11.3,,3500000.0,3.5,40000.0,100000.0,ChubbyFI,No,41-45,Increased my FI and/or RE number,,,,680200.0,232000.0,170800.0,208000.0,2021
2,Yes,USD,31-35,Married,,2.0,For an organization,,,,Engineering,Public corporation,Consultant,project manager,Own,51-60,No,2000000.0,55.0,,4000000.0,3.5,,80000.0,ChubbyFI,Undecided,51-55,Increased my FI and/or RE number,,,,1460000.0,290000.0,230000.0,230000.0,2021
2,Yes,USD,31-35,Married,,3.0,For an organization,,,,Healthcare,Private corporation,Professional (licensed / certificated),dental hygienist,Own,81-90,No,5700000.0,56.0,,10000000.0,3.5,25000.0,300000.0,FatFI,Partially,41-45,"Increased my FI and/or RE number,Increased my planned RE date",,,,5818000.0,1706000.0,521000.0,521000.0,2021
1,Yes,USD,26-30,"Single, never married",,3.0,For an organization,,,,,,,,Rent,81-90,No,1200000.0,40.0,,2000000.0,4.0,,80000.0,ChubbyFI,No,56-60,"Increased my FI and/or RE number,Increased my planned RE date",,,,543000.0,1000.0,543000.0,0.0,2021
1,Yes,USD,26-30,"In a relationship, but not married",,,For an organization,,,,,,,,Rent,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,No,EUR,31-35,Married,1.0,2.0,For an organization,,,,,,,,Own,41-50,No,1182033.096926714,10.0,,1182033.096926714,4.0,,35460.99290780142,FI,Undecided,51-55,Increased my FI and/or RE number,,,,278959.8108747045,94562.64775413711,0.0,0.0,2021
2,Yes,USD,46-50,Married,,,"For an organization,For myself",,,,Healthcare,Nonprofit corporation,Professional (licensed / certificated),Physical Therapist,Own,71-80,No,7500000.0,66.0,,7500000.0,3.5,48000.0,135000.0,ChubbyFI,Yes,51-55,No change,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,36-40,Married,2.0,2.0,For an organization,,,,Healthcare,Private corporation,Professional (licensed / certificated),Nurse practitioner,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,31-35,"Single, never married",,,For an organization,,,,,,,,Own,61-70,No,1500000.0,46.0,,2000000.0,3.5,24000.0,50000.0,FI,Yes,41-45,No change,,,,950000.0,109000.0,150000.0,150000.0,2021
2,No,CAD,26-30,"In a relationship, but not married",,,For myself,,,,"Arts, Entertainment, Recreation",Self-employed,Consultant,Composer,Own,81-90,No,598086.1244019138,17.0,,598086.1244019138,3.0,,,FI,Partially,46-50,Increased my FI and/or RE number,,,,785486.4433811802,287081.3397129187,51834.1307814992,51834.1307814992,2021
1,Yes,USD,21-25,"Single, never married",,2.0,For an organization,,,,,,,,Rent,51-60,No,1800000.0,10.0,,1800000.0,3.0,60000.0,60000.0,Barista / Coast FI,Partially,46-50,Increased my FI and/or RE number,,,,154000.0,20000.0,0.0,0.0,2021
2,Yes,USD,26-30,Married,,,For an organization,,,,Healthcare,Public corporation,Marketing,graphic designer,Own,61-70,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,26-30,"In a relationship, but not married",,,For an organization,,,,Information Technology,Public corporation,Management - Middle / Lower,,Own,61-70,No,4000000.0,25.0,,7000000.0,4.0,,100000.0,FI,No,41-45,"Increased my FI and/or RE number,Increased my planned RE date",,,,1215000.0,400000.0,0.0,0.0,2021
2,No,CAD,26-30,"In a relationship, but not married",,,For an organization,,,,Healthcare,Private corporation,Administrative staff,Secretary,Rent,61-70,No,797448.1658692185,10.0,,797448.1658692185,4.0,23923.444976076556,55821.37161084529,FI,Partially,46-50,No change,,,,82137.1610845295,0.0,49122.80701754386,49122.80701754386,2021
1,Yes,USD,31-35,"In a relationship, but not married",,,For an organization,,,,,,,,Own,71-80,No,1000000.0,47.0,,2000000.0,4.0,,40000.0,FI,Undecided,41-45,No change,,,,980000.0,290000.0,85660.0,143000.0,2021
2,Yes,USD,36-40,Married,2.0,0.0,For an organization,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,26-30,Married,,2.0,For an organization,,,,Engineering,Public corporation,Professional (non-licensed),Project Engineer,Own,61-70,No,2500000.0,20.0,,2500000.0,3.0,,75000.0,FI,Undecided,36-40,Increased my FI and/or RE number,,,,710170.0,216678.0,219001.0,218759.0,2021
1,Yes,USD,26-30,Married,1.0,4.0,For an organization,,,,,,,,Rent,61-70,No,500000.0,7.0,,2000000.0,4.0,,60000.0,ChubbyFI,Undecided,36-40,Increased my FI and/or RE number,,,,50000.0,9000.0,80000.0,80000.0,2021
1,Yes,USD,31-35,"In a relationship, but not married",,,For an organization,,,,,,,,Rent,71-80,No,1200000.0,17.0,,1000000.0,3.0,,30000.0,FI,Partially,51-55,Increased my FI and/or RE number,,,,205000.0,0.0,0.0,56000.0,2021
2,Yes,USD,31-35,Married,,2.0,For an organization,,,,Transportation,Public corporation,Customer service,Flight Attendant,Own,71-80,No,3000000.0,20.0,,4000000.0,3.0,50000.0,100000.0,ChubbyFI,No,46-50,"Increased my FI and/or RE number,Increased my planned RE date",,,,1300000.0,415000.0,140000.0,300000.0,2021
1,Yes,USD,26-30,"Single, never married",,,For an organization,,,,,,,,Own,61-70,No,1000000.0,7.67,,1333333.0,3.0,65000.0,90000.0,FI,Undecided,51-55,Increased my FI and/or RE number,,,,221669.0,41361.0,59018.0,59184.0,2021
1,Yes,USD,26-30,"Single, never married",,3.0,For an organization,,,,,,,,Rent,91-100,No,2000000.0,15.0,,2000000.0,3.5,12000.0,80000.0,FI,Yes,46-50,Increased my FI and/or RE number,,,,315500.0,0.0,105000.0,105000.0,2021
2,Yes,USD,26-30,Married,,,For an organization,For myself,,,Information Technology,Public corporation,Consultant,Senior Analyst,Own,61-70,No,3000000.0,23.0,,3000000.0,3.5,4000.0,90000.0,ChubbyFI,No,41-45,No change,,,,1873000.0,797500.0,300000.0,300000.0,2021
1,Yes,USD,21-25,"Single, never married",,,For an organization,,,,,,,,Rent,71-80,No,1250000.0,25.0,,1500000.0,4.0,,50000.0,FI,Yes,26-30,Increased my planned RE date,,,,283184.0,0.0,106051.0,95611.0,2021
2,Yes,USD,26-30,Married,,2.0,For an organization,,,,Information Technology,Private corporation,Management - Middle / Lower,Account Manager,Own,61-70,No,1500000.0,25.0,,2000000.0,3.0,1200.0,50000.0,FI,No,46-50,Increased my FI and/or RE number,,,,791547.0,233723.0,145000.0,145000.0,2021
2,Yes,USD,26-30,Married,,,For an organization,,,,Public Administration (Civilian Government),Public agency,Professional (licensed / certificated),Civil Engineer,Own,71-80,No,1500000.0,22.0,,2000000.0,3.5,,70000.0,ChubbyFI,Partially,36-40,"Increased my FI and/or RE number,Increased my planned RE date",,,,647000.0,254000.0,150000.0,150000.0,2021
1,Yes,USD,26-30,"In a relationship, but not married",,,For an organization,,,,,,,,Rent,61-70,No,1000000.0,60.0,,2500000.0,3.0,24000.0,30000.0,LeanFI,Undecided,36-40,Increased my FI and/or RE number,,,,613000.0,0.0,132000.0,132000.0,2021
2,No,CAD,26-30,"In a relationship, but not married",,,For an organization,,,,Information Technology,Public corporation,Information technology,Project coordinator,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,No,CAD,26-30,"In a relationship, but not married",,,For an organization,,,,Information Technology,Public corporation,Administrative staff,Project coordinator,Own,71-80,No,1196172.2488038277,16.0,,1594896.331738437,4.0,111642.74322169059,59808.612440191384,FatFI,Yes,46-50,Increased my FI and/or RE number,,,,597288.6762360446,15948.96331738437,55980.861244019135,107655.5023923445,2021
1,Yes,USD,31-35,"Single, never married",,,For an organization,,,,,,,,Own,61-70,No,2000000.0,25.0,,2000000.0,4.0,,70000.0,FI,Undecided,41-45,Increased my FI and/or RE number,,,,0.0,0.0,84000.0,84000.0,2021
1,Yes,USD,21-25,"Single, never married",,,For an organization,,,,,,,,Live with family or friends,51-60,No,600000.0,8.0,,1200000.0,4.0,,45000.0,Barista / Coast FI,Undecided,41-45,No change,,,,50300.0,24000.0,45000.0,45000.0,2021
1,Yes,USD,31-35,"Single, never married",,,For an organization,,,,,,,,Own,81-90,No,2000000.0,45.0,,2000000.0,3.5,,,FI,Undecided,36-40,No change,,,,1485000.0,370000.0,150000.0,150000.0,2021
